"Descripcion","P.Unit","Peso","Importe","Tipo_peso","factura_simplificada"
"QUESO LONCHAS TIERNO",2.39,NA,NA,NA,"4727-010-298005"
"QUESO LONCHAS TIERNO",2.42,NA,NA,NA,"4727-010-298005"
"PROTEINA 0% NATURAL",1.41,NA,NA,NA,"4727-010-298005"
"Q RALLADO FUNDIR",1.35,NA,NA,NA,"4727-010-298005"
"T POLLO NATURAL                    ",2.25,NA,NA,NA,"4727-010-298005"
"T POLLO NATURAL                    ",2.25,NA,NA,NA,"4727-010-298005"
"FILETE PECHUGA",4.24,NA,NA,NA,"2502-012-510381"
"PAN SEMILLAS                       ",1.51,NA,NA,NA,"2502-012-510381"
"PAN SEMILLAS                       ",1.51,NA,NA,NA,"2502-012-510381"
"SOLOMILLO CERDO",4.26,NA,NA,NA,"2502-012-510381"
"TOMATE FRITO BRICK",1.35,NA,NA,NA,"2502-012-510381"
"ATUN CLARO OLIVA                   ",1.6,NA,NA,NA,"2502-012-510381"
"ATUN CLARO OLIVA                   ",1.6,NA,NA,NA,"2502-012-510381"
"ATUN CLARO OLIVA                   ",1.6,NA,NA,NA,"2502-012-510381"
"ATUN CLARO OLIVA                   ",1.6,NA,NA,NA,"2502-012-510381"
"ATÚN CLARO OLIVA PK6",5.15,NA,NA,NA,"2502-012-510381"
"QUESO ARZUA",7.1,NA,NA,NA,"2502-012-510381"
"HUMMUS CLASICO",1.1,NA,NA,NA,"2502-012-510381"
"YOGUR COCO                         ",0.95,NA,NA,NA,"2502-012-510381"
"YOGUR COCO                         ",0.95,NA,NA,NA,"2502-012-510381"
"FRESÓN 1 KG.",4.94,NA,NA,NA,"2502-012-510381"
"YOGUR FRESA",0.95,NA,NA,NA,"2502-012-510381"
"HIGIENICO DOBLE ROLL",4.7,NA,NA,NA,"2502-021-173156"
"ARIEL CÁPSULAS 18",6.9,NA,NA,NA,"2502-021-173156"
"ZANAHORIA 500 G",0.89,NA,NA,NA,"2502-021-173156"
"JUDÍA PLANA 750 GR                 ",2.91,NA,NA,NA,"2502-021-173156"
"JUDÍA PLANA 750 GR                 ",2.91,NA,NA,NA,"2502-021-173156"
"SARDINILLAS A.OLIVA",2,NA,NA,NA,"2502-021-173156"
"ENS NUEVA TIERNA",1.24,NA,NA,NA,"2502-021-173156"
"12 HUEVOS SUPER GRAN",3.39,NA,NA,NA,"2502-021-173156"
"PIÑONES",3.02,NA,NA,NA,"2502-021-173156"
"CANÓNIGOS",1.18,NA,NA,NA,"2502-021-173156"
"BERENJENA",1.6,0.63,1.01,"Verdura y Frutas","2502-021-173156"
"JAMON PAVO FINAS LON",1.66,NA,NA,NA,"2448-021-325168"
"PAN M.100% INTEGRAL",0.9,NA,NA,NA,"2448-021-325168"
"CEREALES SOLUBLES",2.15,NA,NA,NA,"2448-021-325168"
"CACAHUETE CHOCOLATE",2.15,NA,NA,NA,"2448-021-325168"
"BARRITA MUESLI CHOCO",1.55,NA,NA,NA,"2448-021-325168"
"40 B.MINI PAPELERA",1.35,NA,NA,NA,"2448-021-325168"
"FIDEO CABELLO",0.8,NA,NA,NA,"2448-021-325168"
"CROISSANT RELL CACAO",1.9,NA,NA,NA,"2448-021-325168"
"Q BURGOS NATURAL X4",1.09,NA,NA,NA,"2448-021-325168"
"LECHE DESNAT. CALCIO",0.97,NA,NA,NA,"2448-021-325168"
"Z.NARANJA 330ML REF.",1.05,NA,NA,NA,"2448-021-325168"
"CREMA 100% CACAHUETE",2.85,NA,NA,NA,"2448-021-325168"
"BROCOLI",2.08,NA,NA,NA,"2448-021-325168"
"ARROZ LARGO",1.41,NA,NA,NA,"2448-021-325168"
"PIPAS GIRASOL NATURA",1.24,NA,NA,NA,"2448-021-325168"
"ALMENDRA NATURAL",2.3,NA,NA,NA,"2448-021-325168"
"LOMO ADOBADO",4.1,NA,NA,NA,"2448-021-325168"
"T.CHERRY 500 GR",1.98,NA,NA,NA,"2448-021-325168"
"KIWI VERDE",3.16,0.238,0.75,"Verdura y Frutas","2448-021-325168"
"PEPINO",1.9,0.854,1.62,"Verdura y Frutas","2448-021-325168"
"MANZANA GRANNY",2.25,0.534,1.2,"Verdura y Frutas","2448-021-325168"
"LECHE ENTERA",1.53,NA,NA,NA,"4727-010-299768"
"LECHE SEMI",1.47,NA,NA,NA,"4727-010-299768"
"BRONCHALES 6L                         ",1.28,NA,NA,NA,"4727-010-299768"
"BRONCHALES 6L                         ",1.28,NA,NA,NA,"4727-010-299768"
"FRESÓN 1 KG.",4.93,NA,NA,NA,"4727-010-299768"
"SNACK PIPAS",1.32,NA,NA,NA,"4727-010-299768"
"SNACK CHOCOLATE",1.42,NA,NA,NA,"4727-010-299768"
"PROTEINA 0% NATURAL",1.41,NA,NA,NA,"4727-010-299768"
"+PROT NATILLA VAINI",1.75,NA,NA,NA,"4727-010-299768"
"BARRITAS CHIPS AHOY",1.5,NA,NA,NA,"4727-010-299768"
"SALTEADO DE VE",2.5,NA,NA,NA,"4727-010-299768"
"PAN SEMILLAS",1.51,NA,NA,NA,"4727-010-299768"
"PECHUGA PAVO BIPACK",3.55,NA,NA,NA,"4727-010-299768"
"TOM. RECETA ARTESANA",2.1,NA,NA,NA,"4727-010-299768"
"VELAS TE CHAI",1.75,NA,NA,NA,"4727-010-299768"
"Q RALLADO FUNDIR",1.35,NA,NA,NA,"4727-010-299768"
"QUESO LONCHAS TIERNO",2.36,NA,NA,NA,"4727-010-299768"
"QUESO LONCHAS TIERNO",2.34,NA,NA,NA,"4727-010-299768"
"FRESH GEL",1.1,NA,NA,NA,"4727-010-299768"
"HELICES VEGETALES",1.6,NA,NA,NA,"4727-010-299768"
"APERITIVO LÍQ GATOS",1.6,NA,NA,NA,"4727-010-299768"
"FILETES LOMO",3.04,NA,NA,NA,"4727-010-299768"
"UVA BLANCA S/SEM",2.68,NA,NA,NA,"4727-010-299768"
"TORTILLA PATATA",2.6,NA,NA,NA,"4727-010-299768"
"YOGUR FRESA",0.95,NA,NA,NA,"4727-010-299768"
"4 ESTACIONES",2.2,NA,NA,NA,"4727-010-299768"
"PIÑA PELADA RODAJAS",2.23,NA,NA,NA,"4727-010-299768"
"ANACARDOS FRITOS",2.4,NA,NA,NA,"4727-010-299768"
"T. JAMÓN Y QUESO",1.8,NA,NA,NA,"4727-010-299768"
"PAPEL HIGIENICO 4 CA",3.65,NA,NA,NA,"4727-010-299768"
"RULITO CABRA",2.35,NA,NA,NA,"4727-010-299768"
"T POLLO NATURAL                       ",2.25,NA,NA,NA,"4727-010-299768"
"T POLLO NATURAL                       ",2.25,NA,NA,NA,"4727-010-299768"
"G. CABRA Y CEBOLLA",2.2,NA,NA,NA,"4727-010-299768"
"MANZANILLA MIEL",1.15,NA,NA,NA,"4727-010-299768"
"SNACK 100% ESP",1.32,NA,NA,NA,"4727-010-299768"
"RESERVA LONCHAS",4.46,NA,NA,NA,"4727-010-299768"
"DENTÍFRICO HERBAL",1.1,NA,NA,NA,"4727-010-299768"
"MINI BURGER MIXTA",2.65,NA,NA,NA,"4727-010-299768"
"AROS DE MAÍZ",0.85,NA,NA,NA,"4727-010-299768"
"CAFE MOLI NAT FUERTE",2.2,NA,NA,NA,"4727-010-299768"
"ENSALADILLA RUSA",1.8,NA,NA,NA,"4727-010-299768"
"HOJALDRE MANTEQUILLA",2.8,NA,NA,NA,"4727-010-299768"
"ATÚN CLARO GIRAS PK6",4.2,NA,NA,NA,"4727-010-299768"
"CHAMPÚ H&S MENTOL",4.45,NA,NA,NA,"4727-010-299768"
"FTE ANCHOA OLIVA",1.25,NA,NA,NA,"4727-010-299768"
"CEBOLLA CARAMELIZADA",1.7,NA,NA,NA,"4727-010-299768"
"BANANA",1.52,0.994,1.51,"Verdura y Frutas","4727-010-299768"
"PEPINO",1.9,0.21,0.4,"Verdura y Frutas","4727-010-299768"
"BARRA DE PAN 3 UDS",1.19,NA,NA,NA,"2502-015-203638"
"SUAVIZANTE AZUL",1.9,NA,NA,NA,"2502-015-203638"
"PAN SEMILLAS",1.51,NA,NA,NA,"2502-015-203638"
"LOMO EMBUCHADO 4PACK                 ",2.3,NA,NA,NA,"2502-015-203638"
"LOMO EMBUCHADO 4PACK                 ",2.3,NA,NA,NA,"2502-015-203638"
"CAFÉ NATURAL HOGAR",4.9,NA,NA,NA,"2502-015-203638"
"JAMÓN DE TERUEL                      ",3.55,NA,NA,NA,"2502-015-203638"
"JAMÓN DE TERUEL                      ",3.55,NA,NA,NA,"2502-015-203638"
"JAMÓN DE TERUEL                      ",3.55,NA,NA,NA,"2502-015-203638"
"JAMÓN DE TERUEL                      ",3.55,NA,NA,NA,"2502-015-203638"
"TORTELLONI CARNE                     ",1.8,NA,NA,NA,"2502-015-203638"
"TORTELLONI CARNE                     ",1.8,NA,NA,NA,"2502-015-203638"
"MINI TORTILLAS",1.65,NA,NA,NA,"2502-015-203638"
"YOGUR COCO                           ",0.95,NA,NA,NA,"2502-015-203638"
"YOGUR COCO                           ",0.95,NA,NA,NA,"2502-015-203638"
"JAMÓN SERRANO SOBRE                  ",3.95,NA,NA,NA,"2502-015-203638"
"JAMÓN SERRANO SOBRE                  ",3.95,NA,NA,NA,"2502-015-203638"
"ATUN CLARO OLIVA                     ",1.6,NA,NA,NA,"2502-015-203638"
"ATUN CLARO OLIVA                     ",1.6,NA,NA,NA,"2502-015-203638"
"ATUN CLARO OLIVA                     ",1.6,NA,NA,NA,"2502-015-203638"
"ATUN CLARO OLIVA                     ",1.6,NA,NA,NA,"2502-015-203638"
"ATUN CLARO OLIVA                     ",1.6,NA,NA,NA,"2502-015-203638"
"GOUDA VIEJO",3.91,NA,NA,NA,"2502-015-203638"
"QUESO ROQUEFORT",1.9,NA,NA,NA,"2502-015-203638"
"RULO CABRA",3.12,NA,NA,NA,"2502-015-203638"
"PIZZAS JAMON+QUESO P",2.9,NA,NA,NA,"2502-015-203638"
"PIZZA ATUN/BACON PAC",2.9,NA,NA,NA,"2502-015-203638"
"MAIZ DULCE P-3",1.25,NA,NA,NA,"2502-015-203638"
"TOMATE FRITO BRICK",1.35,NA,NA,NA,"2502-015-203638"
"PLATANO",2.45,1.05,2.57,"Verdura y Frutas","2502-015-203638"
"TOMATE ENSALADA",1.99,0.676,1.35,"Verdura y Frutas","2502-015-203638"
"BÍFIDUS 0% NUEC CER                 ",1.23,NA,NA,NA,"3402-013-240601"
"BÍFIDUS 0% NUEC CER                 ",1.23,NA,NA,NA,"3402-013-240601"
"BÍFIDUS CIRUELA",1.23,NA,NA,NA,"3402-013-240601"
"DESNAT.NATURAL EDULC",0.99,NA,NA,NA,"3402-013-240601"
"MEMBRILLO TACO",2.1,NA,NA,NA,"3402-013-240601"
"GAZPACHO TRADICIONAL               ",1.7,NA,NA,NA,"3402-013-240601"
"GAZPACHO TRADICIONAL               ",1.7,NA,NA,NA,"3402-013-240601"
"QUESO SANDWICH",1.35,NA,NA,NA,"3402-013-240601"
"LONCHAS BURGER",1.94,NA,NA,NA,"3402-013-240601"
"MAXI LOMO LONCHAS",2.6,NA,NA,NA,"3402-013-240601"
"BUTIFARRA FRESCA",3.88,NA,NA,NA,"3402-013-240601"
"PIMIENTO SEMIPICANTE",1.36,NA,NA,NA,"3402-013-240601"
"GUINDILLA PICANTE",1.55,NA,NA,NA,"3402-013-240601"
"PIÑA EN SU JUGO",1.95,NA,NA,NA,"3402-013-240601"
"TORREZNO BBQ",1.55,NA,NA,NA,"3402-013-240601"
"NEVAL 6L",0.81,NA,NA,NA,"3402-013-240601"
"LECHE FRESCA SEMI                  ",1.03,NA,NA,NA,"3402-013-240601"
"LECHE FRESCA SEMI                  ",1.03,NA,NA,NA,"3402-013-240601"
"GASEOSA BOTELLA 1,5L               ",0.5,NA,NA,NA,"3402-013-240601"
"GASEOSA BOTELLA 1,5L               ",0.5,NA,NA,NA,"3402-013-240601"
"BANDERILLAS PICANTES",1.7,NA,NA,NA,"3402-013-240601"
"CROISSANT MANTEQ.26%               ",0.55,NA,NA,NA,"3402-013-240601"
"CROISSANT MANTEQ.26%               ",0.55,NA,NA,NA,"3402-013-240601"
